BookName,BookNameEdition,Edition,ISBN13,ISBN10,extra_search,image,Author1,status
ECONOMICS W/CONNECT,ECONOMICS W/CONNECT  Edition, Edition,9781259828614,,ECONOMICS W/CONNECTISBN:9781259828614ISBN10:1259828611Edition: Edition,7/9781259828614_5.gif,McConnell,1
